시군구,단지명,계약월,전용면적(㎡),거래금액_만원,거래금액_억원,면적구간
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-08-01,74.8,117000,11.7,60-85㎡
서울특별시 강남구 도곡동,삼성래미안,2024-08-01,122.81,295000,29.5,120㎡ 초과
서울특별시 강남구 개포동,개포주공6단지,2024-08-01,83.21,277700,27.77,60-85㎡
서울특별시 강남구 자곡동,강남자곡아이파크,2024-08-01,84.83,166000,16.6,60-85㎡
서울특별시 강남구 논현동,논현아이파크,2024-08-01,59.75,150000,15.0,40-60㎡
서울특별시 강남구 논현동,신동아(22),2024-08-01,35.73,86000,8.6,40㎡ 이하
서울특별시 강남구 삼성동,서광아파트,2024-08-01,84.93,193000,19.3,60-85㎡
서울특별시 강남구 수서동,삼성,2024-08-01,59.86,159500,15.95,40-60㎡
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-08-01,84.39,126000,12.6,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-08-01,84.92,182000,18.2,60-85㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-08-01,131.3226,595000,59.5,120㎡ 초과
서울특별시 강남구 일원동,현대4,2024-08-01,84.98,190000,19.0,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-08-01,134.9023,415000,41.5,120㎡ 초과
서울특별시 강남구 대치동,대치현대,2024-08-01,59.82,175000,17.5,40-60㎡
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2024-08-01,148.8,375000,37.5,120㎡ 초과
서울특별시 강남구 대치동,동부센트레빌,2024-08-01,121.74,440000,44.0,120㎡ 초과
서울특별시 강남구 개포동,래미안블레스티지,2024-08-01,59.837,240000,24.0,40-60㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-08-01,92.8,240000,24.0,85-120㎡
서울특별시 강남구 개포동,대치푸르지오발라드,2024-08-01,35.1099,92310,9.231,40㎡ 이하
서울특별시 강남구 청담동,청담동삼성1차(101동),2024-08-01,59.4,152500,15.25,40-60㎡
서울특별시 강남구 개포동,대치푸르지오발라드,2024-08-01,40.9659,104754,10.4754,40-60㎡
서울특별시 강남구 압구정동,한양4,2024-08-01,208.65,710000,71.0,120㎡ 초과
서울특별시 강남구 압구정동,한양1차(영동한양),2024-08-01,49.98,255000,25.5,40-60㎡
서울특별시 강남구 청담동,청담린든그로브,2024-08-01,84.9979,309000,30.9,60-85㎡
서울특별시 강남구 개포동,대치푸르지오발라드,2024-08-01,40.9659,101796,10.1796,40-60㎡
서울특별시 강남구 대치동,대치삼성,2024-08-01,97.35,305000,30.5,85-120㎡
서울특별시 강남구 도곡동,도곡쌍용예가,2024-08-01,107.53,239000,23.9,85-120㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-08-01,59.897,233500,23.35,40-60㎡
서울특별시 강남구 개포동,현대2,2024-08-01,131.83,318000,31.8,120㎡ 초과
서울특별시 강남구 개포동,삼익대청아파트,2024-08-01,51.12,148000,14.8,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-08-01,84.93,200000,20.0,60-85㎡
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",2024-08-01,144.2,590000,59.0,120㎡ 초과
서울특별시 강남구 대치동,쌍용대치2,2024-08-01,84.49,263000,26.3,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-08-01,80.87,270000,27.0,60-85㎡
서울특별시 강남구 개포동,리더스,2024-08-01,83.62,90000,9.0,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-08-01,80.87,270000,27.0,60-85㎡
서울특별시 강남구 삼성동,래미안삼성1차(201동),2024-08-01,84.9,227000,22.7,60-85㎡
서울특별시 강남구 일원동,한솔마을,2024-08-01,84.73,142000,14.2,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-08-01,84.93,212000,21.2,60-85㎡
서울특별시 강남구 대치동,대치동우정에쉐르1,2024-08-01,59.73,79000,7.9,40-60㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-08-01,103.95,390000,39.0,85-120㎡
서울특별시 강남구 역삼동,동원스위트뷰역삼,2024-08-01,84.83,120000,12.0,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-08-01,59.73,202000,20.2,40-60㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-08-01,116.285,320000,32.0,85-120㎡
서울특별시 강남구 역삼동,강남역우정에쉐르,2024-08-01,17.13,19700,1.97,40㎡ 이하
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-08-01,31.402,126000,12.6,40㎡ 이하
서울특별시 강남구 도곡동,래미안도곡카운티,2024-08-01,93.07,330000,33.0,85-120㎡
서울특별시 강남구 도곡동,래미안도곡카운티,2024-08-01,71.85,275000,27.5,60-85㎡
서울특별시 강남구 도곡동,래미안도곡카운티,2024-08-01,71.85,275000,27.5,60-85㎡
서울특별시 강남구 도곡동,우성4,2024-08-01,126.46,360000,36.0,120㎡ 초과
서울특별시 강남구 도곡동,삼성래미안,2024-08-01,89.88,264000,26.4,85-120㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-08-01,114.9931,320000,32.0,85-120㎡
서울특별시 강남구 수서동,삼익,2024-08-01,84.48,182000,18.2,60-85㎡
서울특별시 강남구 수서동,까치마을,2024-08-01,34.44,87100,8.71,40㎡ 이하
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,59.92,220000,22.0,40-60㎡
서울특별시 강남구 개포동,개포자이프레지던스,2024-08-01,84.5978,320000,32.0,60-85㎡
서울특별시 강남구 개포동,개포자이프레지던스,2024-08-01,84.5978,320000,32.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,59.96,236000,23.6,40-60㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-08-01,126.33,385000,38.5,120㎡ 초과
서울특별시 강남구 압구정동,미성2차,2024-08-01,74.4,310000,31.0,60-85㎡
서울특별시 강남구 압구정동,미성2차,2024-08-01,140.9,427500,42.75,120㎡ 초과
서울특별시 강남구 압구정동,한양1차(영동한양),2024-08-01,78.05,360000,36.0,60-85㎡
서울특별시 강남구 압구정동,한양3,2024-08-01,116.94,430000,43.0,85-120㎡
서울특별시 강남구 삼성동,청구아파트,2024-08-01,84.99,230000,23.0,60-85㎡
서울특별시 강남구 일원동,한솔마을,2024-08-01,84.73,209000,20.9,60-85㎡
서울특별시 강남구 역삼동,대우디오빌,2024-08-01,30.03,31000,3.1,40㎡ 이하
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-08-01,91.77,230000,23.0,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,59.92,221000,22.1,40-60㎡
서울특별시 강남구 개포동,대치푸르지오발라드,2024-08-01,59.9957,164118,16.4118,40-60㎡
서울특별시 강남구 일원동,수서,2024-08-01,39.98,84000,8.4,40㎡ 이하
서울특별시 강남구 도곡동,타워팰리스2,2024-08-01,176.72,460000,46.0,120㎡ 초과
서울특별시 강남구 개포동,대치푸르지오발라드,2024-08-01,59.9957,164118,16.4118,40-60㎡
서울특별시 강남구 대치동,대치삼성,2024-08-01,97.35,300000,30.0,85-120㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-08-01,59.8848,230000,23.0,40-60㎡
서울특별시 강남구 수서동,삼익,2024-08-01,60.0,148500,14.85,40-60㎡
서울특별시 강남구 도곡동,우성4,2024-08-01,126.46,367000,36.7,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스1,2024-08-01,137.24,408000,40.8,120㎡ 초과
서울특별시 강남구 도곡동,현대아파트1동~3동,2024-08-01,84.96,165000,16.5,60-85㎡
서울특별시 강남구 도곡동,타워팰리스3,2024-08-01,124.641,314000,31.4,120㎡ 초과
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-08-01,121.931,348500,34.85,120㎡ 초과
서울특별시 강남구 수서동,삼성,2024-08-01,84.97,199000,19.9,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-08-01,83.7,288000,28.8,60-85㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-08-01,31.402,123000,12.3,40㎡ 이하
서울특별시 강남구 신사동,신사동닛시빌라트,2024-08-01,133.5,167000,16.7,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션2,2024-08-01,126.33,368000,36.8,120㎡ 초과
서울특별시 강남구 도곡동,도곡1차아이파크,2024-08-01,84.122,215000,21.5,60-85㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-08-01,84.84,154000,15.4,60-85㎡
서울특별시 강남구 수서동,신동아,2024-08-01,33.18,100000,10.0,40㎡ 이하
서울특별시 강남구 율현동,강남한신휴플러스6단지,2024-08-01,84.83,122000,12.2,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-08-01,61.19,241000,24.1,60-85㎡
서울특별시 강남구 논현동,아크로힐스논현,2024-08-01,84.208,240000,24.0,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-08-01,84.86,185000,18.5,60-85㎡
서울특별시 강남구 대치동,대치현대,2024-08-01,101.6,284000,28.4,85-120㎡
서울특별시 강남구 대치동,대치르엘,2024-08-01,59.9972,255000,25.5,40-60㎡
서울특별시 강남구 압구정동,한양1차(영동한양),2024-08-01,91.21,425000,42.5,85-120㎡
서울특별시 강남구 도곡동,도곡우성아파트,2024-08-01,76.38,180000,18.0,60-85㎡
서울특별시 강남구 삼성동,현대아파트101동,2024-08-01,59.83,160000,16.0,40-60㎡
서울특별시 강남구 일원동,수서,2024-08-01,50.82,101000,10.1,40-60㎡
서울특별시 강남구 일원동,개포한신,2024-08-01,107.6,230000,23.0,85-120㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-08-01,121.71,360000,36.0,120㎡ 초과
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-08-01,39.552,139000,13.9,40㎡ 이하
서울특별시 강남구 청담동,청담대림이-편한세상,2024-08-01,81.84,211000,21.1,60-85㎡
서울특별시 강남구 청담동,동양파라곤,2024-08-01,171.1005,500000,50.0,120㎡ 초과
서울특별시 강남구 자곡동,강남자곡아이파크,2024-08-01,59.96,136000,13.6,40-60㎡
서울특별시 강남구 자곡동,(토지임대부아파트)강남브리즈힐,2024-08-01,84.29,116000,11.6,60-85㎡
서울특별시 강남구 자곡동,래미안포레,2024-08-01,84.99,165000,16.5,60-85㎡
서울특별시 강남구 청담동,청담대림이-편한세상,2024-08-01,81.84,200500,20.05,60-85㎡
서울특별시 강남구 삼성동,LG선릉에클라트(B),2024-08-01,36.35,32000,3.2,40㎡ 이하
서울특별시 강남구 개포동,성원대치2단지아파트,2024-08-01,39.53,132000,13.2,40㎡ 이하
서울특별시 강남구 도곡동,타워팰리스2,2024-08-01,115.63,324000,32.4,85-120㎡
서울특별시 강남구 청담동,청담신원아침도시마인,2024-08-01,27.7131,30000,3.0,40㎡ 이하
서울특별시 강남구 청담동,청담현대3차아파트,2024-08-01,59.95,182000,18.2,40-60㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-08-01,84.3558,327000,32.7,60-85㎡
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2024-08-01,148.8,361700,36.17,120㎡ 초과
서울특별시 강남구 대치동,쌍용대치2,2024-08-01,84.49,258000,25.8,60-85㎡
서울특별시 강남구 대치동,쌍용대치2,2024-08-01,84.49,258000,25.8,60-85㎡
서울특별시 강남구 압구정동,한양4,2024-08-01,101.09,390000,39.0,85-120㎡
서울특별시 강남구 압구정동,"현대1차(12,13,21,22,31,32,33동)",2024-08-01,161.18,650000,65.0,120㎡ 초과
서울특별시 강남구 삼성동,채널리저브,2024-08-01,84.94,159000,15.9,60-85㎡
서울특별시 강남구 도곡동,한라비발디,2024-08-01,125.7332,264000,26.4,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-08-01,59.9772,214000,21.4,40-60㎡
서울특별시 강남구 삼성동,석탑아파트101동,2024-08-01,59.82,159000,15.9,40-60㎡
서울특별시 강남구 청담동,청담건영,2024-08-01,84.595,300000,30.0,60-85㎡
서울특별시 강남구 청담동,청담신원아침도시마인,2024-08-01,27.7131,30000,3.0,40㎡ 이하
서울특별시 강남구 자곡동,(토지임대부아파트)강남브리즈힐,2024-08-01,84.98,117100,11.71,60-85㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-08-01,84.3558,327000,32.7,60-85㎡
서울특별시 강남구 대치동,쌍용대치2,2024-08-01,84.49,259500,25.95,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-08-01,120.8233,360000,36.0,120㎡ 초과
서울특별시 강남구 도곡동,도곡우성아파트,2024-08-01,84.83,192500,19.25,60-85㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-08-01,84.92,213000,21.3,60-85㎡
서울특별시 강남구 일원동,개포한신,2024-08-01,107.6,220000,22.0,85-120㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-08-01,59.89,135000,13.5,40-60㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-08-01,91.96,185000,18.5,85-120㎡
서울특별시 강남구 역삼동,동부센트레빌,2024-08-01,59.97,180000,18.0,40-60㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-08-01,70.8333,249000,24.9,60-85㎡
서울특별시 강남구 역삼동,래미안펜타빌,2024-08-01,136.28,352000,35.2,120㎡ 초과
서울특별시 강남구 역삼동,역삼자이,2024-08-01,114.5958,320000,32.0,85-120㎡
서울특별시 강남구 역삼동,역삼자이,2024-08-01,114.5958,320000,32.0,85-120㎡
서울특별시 강남구 역삼동,동부센트레빌,2024-08-01,84.97,210000,21.0,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-08-01,73.26,264000,26.4,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-08-01,73.26,264000,26.4,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-08-01,39.53,129000,12.9,40㎡ 이하
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,84.83,290000,29.0,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-08-01,99.991,370000,37.0,85-120㎡
서울특별시 강남구 개포동,개포우성3차,2024-08-01,104.43,248000,24.8,85-120㎡
서울특별시 강남구 개포동,개포주공5단지,2024-08-01,61.19,245000,24.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,84.83,290000,29.0,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-08-01,60.13,240000,24.0,60-85㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-08-01,70.8333,249000,24.9,60-85㎡
서울특별시 강남구 역삼동,현대까르띠에710,2024-08-01,149.7,250000,25.0,120㎡ 초과
서울특별시 강남구 대치동,개포우성2,2024-08-01,159.6,535000,53.5,120㎡ 초과
서울특별시 강남구 논현동,신동아(22),2024-08-01,35.73,89000,8.9,40㎡ 이하
서울특별시 강남구 수서동,삼성,2024-08-01,84.97,185000,18.5,60-85㎡
서울특별시 강남구 청담동,삼성청담아파트,2024-08-01,114.83,238000,23.8,85-120㎡
서울특별시 강남구 삼성동,래미안라클래시,2024-08-01,84.99,320000,32.0,60-85㎡
서울특별시 강남구 도곡동,우성캐릭터199,2024-08-01,164.97,270000,27.0,120㎡ 초과
서울특별시 강남구 도곡동,도곡우성아파트,2024-08-01,84.83,194000,19.4,60-85㎡
서울특별시 강남구 도곡동,도곡우성아파트,2024-08-01,84.83,198000,19.8,60-85㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-08-01,59.89,131000,13.1,40-60㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-08-01,59.89,132000,13.2,40-60㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-08-01,59.89,132000,13.2,40-60㎡
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-08-01,163.67,580000,58.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대12차,2024-08-01,170.38,670000,67.0,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션2,2024-08-01,115.05,370000,37.0,85-120㎡
서울특별시 강남구 도곡동,도곡우성아파트,2024-08-01,84.83,196500,19.65,60-85㎡
서울특별시 강남구 역삼동,현대까르띠에710,2024-08-01,230.075,515000,51.5,120㎡ 초과
서울특별시 강남구 역삼동,역삼자이,2024-08-01,114.5958,330000,33.0,85-120㎡
서울특별시 강남구 역삼동,한화진넥스빌,2024-08-01,39.2,30300,3.03,40㎡ 이하
서울특별시 강남구 역삼동,대우디오빌,2024-08-01,30.03,33000,3.3,40㎡ 이하
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-08-01,163.67,555000,55.5,120㎡ 초과
서울특별시 강남구 압구정동,"현대10차(201,202동)",2024-08-01,108.15,430000,43.0,85-120㎡
서울특별시 강남구 압구정동,신현대12차,2024-08-01,170.38,670000,67.0,120㎡ 초과
서울특별시 강남구 자곡동,(토지임대부아파트)강남브리즈힐,2024-08-01,74.44,104700,10.47,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-08-01,128.01,390000,39.0,120㎡ 초과
서울특별시 강남구 대치동,대치현대,2024-08-01,85.0,247000,24.7,60-85㎡
서울특별시 강남구 대치동,대치현대,2024-08-01,114.59,277000,27.7,85-120㎡
서울특별시 강남구 대치동,대치SKVIEW,2024-08-01,84.3865,332000,33.2,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-08-01,59.92,230000,23.0,40-60㎡
서울특별시 강남구 압구정동,"현대14차(203,204,205,206동)",2024-08-01,84.94,440000,44.0,60-85㎡
서울특별시 강남구 압구정동,"현대5차(71,72동)",2024-08-01,82.23,448000,44.8,60-85㎡
서울특별시 강남구 자곡동,래미안포레,2024-08-01,84.99,155000,15.5,60-85㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-08-01,84.92,210000,21.0,60-85㎡
